id,screen_name,subset,category,label,n_tweets,verified,friends_count,followers_count,listed_count,favorites_count,hashtag_count,mentions_count,retweet_count,reply_count,url_count,statuses_count,ffratio,avg_hashtag,avg_retweets,avg_replies,avg_mentions,avg_url,avg_user_engagement,unique_word_count,unique_word_use,punctuation_count,avg_sentence_length,punctuation_density,profile_completeness,description_binary,default_profile,default_profile_image,geo_enabled,profile_background_tile,avg_polarity,avg_subjectivity
599789901,212Amhemd,fake_followers,Fake followers,1,0,0.0,228.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017467248908296942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10935572,clarebear4,fake_followers,Fake followers,1,0,0.0,1398.0,171.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,557.0,0.1222301644031451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16119337,protektor,fake_followers,Fake followers,1,0,0.0,564.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,383.0,0.01592920353982301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16753788,emsykes,fake_followers,Fake followers,1,0,0.0,527.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.17234848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17640121,litium54,fake_followers,Fake followers,1,0,0.0,361.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.04696132596685083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17656600,rdhoosier,fake_followers,Fake followers,1,0,0.0,836.0,583.0,9.0,92.0,0.0,0.0,0.0,0.0,0.0,307.0,0.6965352449223416,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,10.0,3.2,0.0641025641025641,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.6,0.8
19230427,ruwo,fake_followers,Fake followers,1,0,0.0,466.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,0.027837259100642397,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.8461538461538461,2.0,13.0,0.028985507246376812,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.05909090909090908,0.35625
19951698,gopher2000,fake_followers,Fake followers,1,0,0.0,901.0,63.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,215.0,0.06984478935698447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20726266,BibianaOrdensVi,fake_followers,Fake followers,1,0,0.0,599.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20731719,chrissmithy76,fake_followers,Fake followers,1,0,0.0,1009.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.01782178217821782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21196037,lisa_ariff,fake_followers,Fake followers,1,0,0.0,484.0,130.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.26804123711340205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21365952,mugenvic,fake_followers,Fake followers,1,0,0.0,595.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015100671140939598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21375100,seve_b,fake_followers,Fake followers,1,0,0.0,1199.0,271.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,221.0,0.22583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,4.0,0.1388888888888889,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.7,0.6000000000000001
21706899,BobD32,fake_followers,Fake followers,1,0,0.0,549.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21972434,JaMMaNIII,fake_followers,Fake followers,1,0,0.0,1031.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018410852713178296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25836383,jeanneprom,fake_followers,Fake followers,1,0,0.0,1286.0,547.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,647.0,0.425019425019425,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,7.0,19.0,0.044585987261146494,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.15,0.6611111111111111
26778002,buryourself,fake_followers,Fake followers,1,0,0.0,2004.0,492.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1513.0,0.2453865336658354,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,1.5,0.08928571428571429,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27662686,gooseboo,fake_followers,Fake followers,1,0,0.0,577.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,54.0,0.04844290657439446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28222509,Corbdizzle,fake_followers,Fake followers,1,0,0.0,475.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063025210084033615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28265406,Jrude1,fake_followers,Fake followers,1,0,0.0,559.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28843786,liamperrell,fake_followers,Fake followers,1,0,0.0,568.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.07908611599297012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29940598,wilkison_fs,fake_followers,Fake followers,1,0,0.0,385.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.02072538860103627,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30428221,rebells86,fake_followers,Fake followers,1,0,0.0,847.0,76.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,575.0,0.08962264150943396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30993019,ghostinthesystm,fake_followers,Fake followers,1,0,0.0,557.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31776715,doribj,fake_followers,Fake followers,1,0,0.0,556.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01615798922800718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32179000,sweetjebus,fake_followers,Fake followers,1,0,0.0,483.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.11983471074380166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33438880,chinkysweb,fake_followers,Fake followers,1,0,0.0,459.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.03695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33869550,Phatpete,fake_followers,Fake followers,1,0,0.0,344.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0463768115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34461690,jwmas89,fake_followers,Fake followers,1,0,0.0,582.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024013722126929673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34589722,blondie24765,fake_followers,Fake followers,1,0,0.0,589.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01864406779661017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34762630,bonezefc,fake_followers,Fake followers,1,0,0.0,798.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.08260325406758448,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.8695652173913043,0.0,23.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.03214285714285715,0.20357142857142857
35008954,octaviangv,fake_followers,Fake followers,1,0,0.0,538.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,349.0,0.00927643784786642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35959749,ilanalevine,fake_followers,Fake followers,1,0,0.0,618.0,112.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,116.0,0.18093699515347333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.11764705882352941,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36299291,Bootypatrol,fake_followers,Fake followers,1,0,0.0,711.0,67.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.09410112359550561,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,9.0,0.0851063829787234,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.5,0.6
36943266,Jace_t87,fake_followers,Fake followers,1,0,0.0,681.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,58.0,0.017595307917888565,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.9411764705882353,4.0,8.5,0.04081632653061224,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.425,0.625
37384589,bsknair1967,fake_followers,Fake followers,1,0,0.0,693.0,57.0,0.0,597.0,0.0,0.0,0.0,0.0,0.0,656.0,0.08213256484149856,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,6.0,0.029411764705882353,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0
38021637,dams54,fake_followers,Fake followers,1,0,0.0,604.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38520305,Irvefjord,fake_followers,Fake followers,1,0,0.0,324.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,170.0,0.024615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39321660,quez312001,fake_followers,Fake followers,1,0,0.0,549.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,491.0,0.02181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39328305,reemakundnani,fake_followers,Fake followers,1,0,0.0,425.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.25586854460093894,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.9130434782608695,7.0,23.0,0.04516129032258064,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39413961,omarmandozai,fake_followers,Fake followers,1,0,0.0,596.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01507537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40010436,latroncal,fake_followers,Fake followers,1,0,0.0,188.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,5.0,0.13333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42570158,pianista2go,fake_followers,Fake followers,1,0,0.0,1249.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44091292,nittin89,fake_followers,Fake followers,1,0,0.0,535.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.033582089552238806,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45107336,radleygovender,fake_followers,Fake followers,1,0,0.0,1153.0,164.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,603.0,0.14211438474870017,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.8421052631578947,5.0,6.333333333333333,0.056179775280898875,0.8333333333333334,1.0,0.0,0.0,1.0,1.0,0.05,0.575
45954898,rosaesquecidaho,fake_followers,Fake followers,1,0,0.0,534.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011214953271028037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46071929,ejanuar,fake_followers,Fake followers,1,0,0.0,406.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46553408,MizzTD,fake_followers,Fake followers,1,0,0.0,593.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46609919,savinthegreat,fake_followers,Fake followers,1,0,0.0,368.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016260162601626018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47497854,stich_428,fake_followers,Fake followers,1,0,0.0,1002.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007976071784646061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47722321,toyota1989,fake_followers,Fake followers,1,0,0.0,435.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.016055045871559634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48109055,fraserad75,fake_followers,Fake followers,1,0,0.0,993.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01710261569416499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48336195,escape2syd09,fake_followers,Fake followers,1,0,0.0,537.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01858736059479554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48364513,MARCOSRAMON,fake_followers,Fake followers,1,0,0.0,566.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.05291005291005291,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.7857142857142857,1.0,14.0,0.012345679012345678,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48638750,jeremibaldocchi,fake_followers,Fake followers,1,0,0.0,368.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.16260162601626016,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.84,4.0,8.333333333333334,0.03007518796992481,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333
50055682,wsopme2009,fake_followers,Fake followers,1,0,0.0,562.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.019538188277087035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50342870,xLegendary,fake_followers,Fake followers,1,0,0.0,585.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010238907849829351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50449844,Tonheta,fake_followers,Fake followers,1,0,0.0,475.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,157.0,0.05672268907563025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
50613517,Beca1977,fake_followers,Fake followers,1,0,0.0,563.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50660716,GOLUBOV,fake_followers,Fake followers,1,0,0.0,565.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,58.0,0.019434628975265017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51184465,Anii913,fake_followers,Fake followers,1,0,0.0,434.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52346698,zdeforest,fake_followers,Fake followers,1,0,0.0,565.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.007067137809187279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53671214,AMORESMO,fake_followers,Fake followers,1,0,0.0,334.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
54047372,ffencepost,fake_followers,Fake followers,1,0,0.0,519.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54244742,OctavioBadia,fake_followers,Fake followers,1,0,0.0,735.0,169.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.2296195652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55197144,omiati,fake_followers,Fake followers,1,0,0.0,942.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007423117709437964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55398486,rebechijr,fake_followers,Fake followers,1,0,0.0,1034.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.01352657004830918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55639200,dowminim,fake_followers,Fake followers,1,0,0.0,337.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.008875739644970414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55825155,HunaAkamai,fake_followers,Fake followers,1,0,0.0,373.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.03208556149732621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55962452,smokinlette,fake_followers,Fake followers,1,0,0.0,394.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,5.0,0.08823529411764706,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0
56163699,MANDO98,fake_followers,Fake followers,1,0,0.0,576.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.012131715771230503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56232036,Skil_1,fake_followers,Fake followers,1,0,0.0,412.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.03631961259079903,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6842105263157895,11.0,6.333333333333333,0.102803738317757,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.5,0.6
56484656,opjockdan,fake_followers,Fake followers,1,0,0.0,593.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.05218855218855219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57475867,elijah565656,fake_followers,Fake followers,1,0,0.0,979.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.012244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
