id,screen_name,subset,category,label,n_tweets,verified,friends_count,followers_count,listed_count,favorites_count,hashtag_count,mentions_count,retweet_count,reply_count,url_count,statuses_count,ffratio,avg_hashtag,avg_retweets,avg_replies,avg_mentions,avg_url,avg_user_engagement,unique_word_count,unique_word_use,punctuation_count,avg_sentence_length,punctuation_density,profile_completeness,description_binary,default_profile,default_profile_image,geo_enabled,profile_background_tile,avg_polarity,avg_subjectivity,source_dataset
10492262,chimelandia,E13,Humans (E13 — elections 2013),0,0,0.0,181.0,81.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,770.0,0.445054945054945,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,23.0,0.0149253731343283,0.8333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cresci-15
11176152,fpassannanti,E13,Humans (E13 — elections 2013),0,0,0.0,371.0,128.0,1.0,204.0,0.0,0.0,0.0,0.0,0.0,1430.0,0.3440860215053763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cresci-15
13260592,fpav,E13,Humans (E13 — elections 2013),0,0,0.0,305.0,899.0,28.0,346.0,0.0,0.0,0.0,0.0,0.0,6996.0,2.9379084967320264,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.9166666666666666,1.0,12.0,0.0144927536231884,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
14057516,sognidispersivi,E13,Humans (E13 — elections 2013),0,0,0.0,1039.0,375.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3284.0,0.3605769230769231,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,7.0,8.5,0.0736842105263157,0.5,1.0,0.0,0.0,0.0,1.0,0.0666666666666666,0.4166666666666667,cresci-15
14112759,Biecoblu67,E13,Humans (E13 — elections 2013),0,0,0.0,146.0,46.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,160.0,0.3129251700680272,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.1176470588235294,0.8333333333333334,1.0,1.0,0.0,1.0,0.0,0.0,0.0,cresci-15
14492555,felfoss,E13,Humans (E13 — elections 2013),0,0,0.0,110.0,57.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,292.0,0.5135135135135135,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,3.0,0.108695652173913,0.8333333333333334,1.0,1.0,0.0,1.0,0.0,0.1363636363636363,0.4545454545454545,cresci-15
14709812,ladegri,E13,Humans (E13 — elections 2013),0,0,0.0,647.0,616.0,29.0,1061.0,0.0,0.0,0.0,0.0,0.0,5876.0,0.9506172839506172,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,9.0,8.333333333333334,0.0633802816901408,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
14865840,AndreaDenaro,E13,Humans (E13 — elections 2013),0,0,0.0,1096.0,1132.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,7534.0,1.031905195989061,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,3.333333333333333,0.0864197530864197,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
14958182,axela90,E13,Humans (E13 — elections 2013),0,0,0.0,276.0,254.0,8.0,89.0,0.0,0.0,0.0,0.0,0.0,1294.0,0.9169675090252708,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.9473684210526316,5.0,6.333333333333333,0.043103448275862,1.0,1.0,0.0,0.0,1.0,1.0,-0.4,0.6,cresci-15
15016610,fabpicca,E13,Humans (E13 — elections 2013),0,0,0.0,419.0,298.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,6340.0,0.7095238095238096,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8888888888888888,3.0,9.0,0.0441176470588235,1.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,cresci-15
15271419,svernali,E13,Humans (E13 — elections 2013),0,0,0.0,3873.0,6352.0,11.0,65.0,0.0,0.0,0.0,0.0,0.0,5472.0,1.6396489416623643,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.7586206896551724,4.0,9.666666666666666,0.0254777070063694,0.8333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cresci-15
15391421,maxio75,E13,Humans (E13 — elections 2013),0,0,0.0,1125.0,2065.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,22540.0,1.83392539964476,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.8235294117647058,3.0,8.5,0.0329670329670329,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
15836275,lazy_,E13,Humans (E13 — elections 2013),0,0,0.0,338.0,85.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,732.0,0.2507374631268436,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
15873303,Matteo81,E13,Humans (E13 — elections 2013),0,0,0.0,323.0,623.0,22.0,1209.0,0.0,0.0,0.0,0.0,0.0,38781.0,1.92283950617284,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.8928571428571429,6.0,7.0,0.0419580419580419,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
16093829,BetfairItalia,E13,Humans (E13 — elections 2013),0,0,0.0,323.0,1265.0,24.0,38.0,0.0,0.0,0.0,0.0,0.0,10451.0,3.904320987654321,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,9.0,4.75,0.0596026490066225,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
16591972,aldofontana,E13,Humans (E13 — elections 2013),0,0,0.0,873.0,256.0,2.0,284.0,0.0,0.0,0.0,0.0,0.0,2784.0,0.2929061784897025,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,4.0,0.1764705882352941,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cresci-15
16927266,davidedamico,E13,Humans (E13 — elections 2013),0,0,0.0,109.0,43.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,823.0,0.3909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.1333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cresci-15
17654864,LuigiCS,E13,Humans (E13 — elections 2013),0,0,0.0,259.0,79.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.3038461538461538,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0681818181818181,0.8333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,cresci-15
17852114,paola_uk,E13,Humans (E13 — elections 2013),0,0,0.0,131.0,86.0,3.0,116.0,0.0,0.0,0.0,0.0,0.0,350.0,0.6515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.92,10.0,12.5,0.0666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,cresci-15
18173213,lizzappi,E13,Humans (E13 — elections 2013),0,0,0.0,1047.0,393.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,3694.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.9565217391304348,19.0,23.0,0.120253164556962,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0222222222222222,0.0777777777777777,cresci-15
18527544,CarloFPC,E13,Humans (E13 — elections 2013),0,0,0.0,196.0,208.0,4.0,219.0,0.0,0.0,0.0,0.0,0.0,9686.0,1.0558375634517767,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,3.0,10.0,0.04,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
18671285,AndreaGot,E13,Humans (E13 — elections 2013),0,0,0.0,755.0,555.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,16427.0,0.7341269841269841,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,2.5,0.1568627450980392,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
18735790,avaldi,E13,Humans (E13 — elections 2013),0,0,0.0,121.0,85.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.6967213114754098,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,2.5,0.0666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,cresci-15
18800245,robymca,E13,Humans (E13 — elections 2013),0,0,0.0,951.0,300.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1122.0,0.315126050420168,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.03125,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.4,cresci-15
19598248,tafferugli,E13,Humans (E13 — elections 2013),0,0,0.0,267.0,88.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,1386.0,0.3283582089552239,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,4.0,0.28,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cresci-15
21102000,vera92,E13,Humans (E13 — elections 2013),0,0,0.0,2003.0,1964.0,4.0,22732.0,0.0,0.0,0.0,0.0,0.0,18267.0,0.9800399201596808,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.9473684210526316,12.0,6.333333333333333,0.0895522388059701,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.6,cresci-15
21770069,giulianofederic,E13,Humans (E13 — elections 2013),0,0,0.0,1505.0,3813.0,63.0,550.0,0.0,0.0,0.0,0.0,0.0,15365.0,2.53187250996016,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,1.5,0.0991735537190082,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cresci-15
22015750,fpagani,E13,Humans (E13 — elections 2013),0,0,0.0,1446.0,552.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,2242.0,0.3814789219073946,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.9473684210526316,8.0,19.0,0.0547945205479452,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0333333333333333,cresci-15
22136015,aliareblu,E13,Humans (E13 — elections 2013),0,0,0.0,64.0,279.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,4149.0,4.292307692307692,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5454545454545454,6.0,11.0,0.0545454545454545,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,-0.4,0.4,cresci-15
22203964,giannisibilla,E13,Humans (E13 — elections 2013),0,0,0.0,299.0,2526.0,41.0,1178.0,0.0,0.0,0.0,0.0,0.0,8384.0,8.42,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.8095238095238095,14.0,10.5,0.0945945945945946,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cresci-15
22508731,mavitheweirdo,E13,Humans (E13 — elections 2013),0,0,0.0,259.0,100.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,612.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0303030303030303,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,-0.2,0.5,cresci-15
22627606,gian_lu,E13,Humans (E13 — elections 2013),0,0,0.0,407.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.3088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,7.0,0.0714285714285714,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
22985259,lo_scotchatore,E13,Humans (E13 — elections 2013),0,0,0.0,1846.0,849.0,3.0,117.0,0.0,0.0,0.0,0.0,0.0,5287.0,0.4596643205197617,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,12.0,0.0410958904109589,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cresci-15
23748269,elektra3000,E13,Humans (E13 — elections 2013),0,0,0.0,285.0,165.0,4.0,181.0,0.0,0.0,0.0,0.0,0.0,2275.0,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cresci-15
23847948,LemonWrin,E13,Humans (E13 — elections 2013),0,0,0.0,174.0,87.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3551.0,0.4971428571428571,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,7.0,3.6666666666666665,0.0693069306930693,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,cresci-15
24352106,gianlucamisino,E13,Humans (E13 — elections 2013),0,0,0.0,36.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,282.0,0.3243243243243243,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0476190476190476,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cresci-15
24510304,GabPierro,E13,Humans (E13 — elections 2013),0,0,0.0,80.0,47.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,493.0,0.5802469135802469,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,6.0,0.0277777777777777,1.0,1.0,0.0,0.0,1.0,0.0,0.35,0.65,cresci-15
25442408,youmakemephil,E13,Humans (E13 — elections 2013),0,0,0.0,268.0,283.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1012.0,1.0520446096654277,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,8.0,7.666666666666667,0.05,1.0,1.0,0.0,0.0,0.0,1.0,0.296590909090909,0.7011363636363637,cresci-15
25911628,gtenagli,E13,Humans (E13 — elections 2013),0,0,0.0,257.0,134.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1706.0,0.5193798449612403,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,7.0,0.0465116279069767,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cresci-15
26232444,OnofrioMas,E13,Humans (E13 — elections 2013),0,0,0.0,66.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.6716417910447762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cresci-15
26771352,alonzo_89,E13,Humans (E13 — elections 2013),0,0,0.0,178.0,35.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,189.0,0.1955307262569832,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,0.0833333333333333,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cresci-15
27241975,lfred0,E13,Humans (E13 — elections 2013),0,0,0.0,154.0,179.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3720.0,1.1548387096774193,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.5,0.1111111111111111,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cresci-15
27422705,massimocapone,E13,Humans (E13 — elections 2013),0,0,0.0,295.0,110.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,1566.0,0.3716216216216216,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,5.0,0.0196078431372549,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
27636956,aldorosati,E13,Humans (E13 — elections 2013),0,0,0.0,1089.0,627.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1672.0,0.5752293577981651,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.9333333333333332,6.0,7.5,0.073170731707317,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cresci-15
27887098,martinit87,E13,Humans (E13 — elections 2013),0,0,0.0,210.0,69.0,1.0,233.0,0.0,0.0,0.0,0.0,0.0,969.0,0.3270142180094786,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
28313453,chewzer,E13,Humans (E13 — elections 2013),0,0,0.0,239.0,378.0,30.0,2620.0,0.0,0.0,0.0,0.0,0.0,7307.0,1.575,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0454545454545454,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
28342883,LadyZazie,E13,Humans (E13 — elections 2013),0,0,0.0,1449.0,1012.0,25.0,578.0,0.0,0.0,0.0,0.0,0.0,4240.0,0.6979310344827586,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,7.0,5.5,0.0853658536585365,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
28363979,danielestella,E13,Humans (E13 — elections 2013),0,0,0.0,42.0,16.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,74.0,0.3720930232558139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1891891891891892,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,cresci-15
28845598,ROSSBNCRGL,E13,Humans (E13 — elections 2013),0,0,0.0,330.0,463.0,5.0,2180.0,0.0,0.0,0.0,0.0,0.0,6866.0,1.3987915407854985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cresci-15
29500667,FioMaravillha,E13,Humans (E13 — elections 2013),0,0,0.0,301.0,151.0,2.0,294.0,0.0,0.0,0.0,0.0,0.0,31546.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cresci-15
29510629,AngiF117,E13,Humans (E13 — elections 2013),0,0,0.0,318.0,69.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,966.0,0.2163009404388714,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.9166666666666666,5.0,6.0,0.081967213114754,0.8333333333333334,1.0,0.0,0.0,1.0,1.0,0.35,0.55,cresci-15
29646177,uzupetru,E13,Humans (E13 — elections 2013),0,0,0.0,1743.0,2638.0,39.0,1021.0,0.0,0.0,0.0,0.0,0.0,28808.0,1.5126146788990826,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,6.0,18.0,0.0566037735849056,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,cresci-15
30062603,MoiraColantoni,E13,Humans (E13 — elections 2013),0,0,0.0,205.0,88.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,386.0,0.4271844660194174,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,13.0,20.0,0.0878378378378378,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cresci-15
31102741,pirata1010,E13,Humans (E13 — elections 2013),0,0,0.0,1642.0,1169.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,3763.0,0.711503347534997,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.7727272727272727,2.0,22.0,0.0147058823529411,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,cresci-15
31162918,danielecr,E13,Humans (E13 — elections 2013),0,0,0.0,793.0,319.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,522.0,0.4017632241813602,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,9.0,0.123076923076923,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,cresci-15
32025215,_SallyJade,E13,Humans (E13 — elections 2013),0,0,0.0,489.0,445.0,16.0,304.0,0.0,0.0,0.0,0.0,0.0,30547.0,0.9081632653061223,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.9473684210526316,3.0,9.5,0.0297029702970297,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,-0.2375,0.6533333333333333,cresci-15
32130104,Al_Brambilla,E13,Humans (E13 — elections 2013),0,0,0.0,318.0,362.0,11.0,181.0,0.0,0.0,0.0,0.0,0.0,6175.0,1.134796238244514,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.9411764705882352,8.0,17.0,0.0689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cresci-15
